7,0,0,0,4,8,11,11,12,0,0,0,0,5,9,12,13,0,0,0,0,7,10,10,14,0,0,1,7,7,8,11,13,0,1,0,5,5,11,14,14,2,1,0,8,9,14,16,15,4,6,8,8,10,15,16,15,1
1730667,VL53L5CX,1,1,5,4,6,9,10,9,0,0,0,3,7,10,11,13,0,0,0,0,4,9,12,13,0,0,0,0,6,10,10,15,0,0,0,7,6,9,12,14,0,0,0,4,6,12,13,14,2,1,0,7,8,13,16,16,5,5,7,8,10,15,17,13,1
1730734,VL53L5CX,1,1,4,3,6,9,9,9,0,0,0,3,7,11,10,13,0,0,0,0,4,9,12,12,0,0,0,0,7,10,10,15,0,0,0,7,6,8,10,13,0,1,0,5,6,12,13,14,1,1,0,7,10,13,17,15,4,6,7,8,11,15,17,14,1
1825700,VL53L5CX,97,98,100,97,97,100,99,99,98,98,99,100,97,100,100,99,99,99,100,101,100,99,98,99,97,100,97,99,99,98,102,101,99,100,97,98,100,102,98,98,98,99,99,100,98,102,98,100,99,101,99,102,99,100,102,99,98,99,99,98,98,99,99,98,1
1825767,VL53L5CX,98,98,99,96,100,99,99,100,96,99,100,100,100,100,99,99,97,98,98,100,98,99,99,100,98,99,99,101,101,100,100,100,100,100,99,100,100,101,102,100,98,99,98,98,99,101,100,99,97,100,98,100,102,100,101,99,97,98,99,100,98,99,101,98,1
1825834,VL53L5CX,98,98,100,98,98,100,96,100,97,97,100,100,98,102,99,100,96,100,99,101,100,100,101,98,98,98,98,98,99,99,100,100,101,99,98,100,99,100,99,99,98,100,98,100,97,101,99,99,97,97,98,101,100,101,101,102,98,98,98,100,97,98,100,98,1
1825901,VL53L5CX,98,98,98,97,98,98,96,100,96,97,98,101,98,100,99,98,98,99,99,99,99,101,99,99,98,99,98,100,98,100,100,100,100,100,99,101,98,100,100,101,96,100,98,99,98,101,100,101,96,100,99,100,100,100,100,100,99,100,99,99,98,99,99,99,1
1825968,VL53L5CX,99,99,100,99,97,99,97,98,96,99,99,102,99,100,97,98,100,98,100,98,99,99,99,100,100,100,99,102,100,100,101,101,101,99,100,101,99,101,100,98,97,97,100,99,99,101,98,100,97,100,99,100,101,101,101,101,97,100,100,100,100,98,99,100,1
1826035,VL53L5CX,99,100,99,97,95,98,96,99,97,98,99,99,100,101,98,98,97,97,99,100,98,100,99,99,98,99,98,99,100,99,98,100,99,100,100,102,99,100,98,101,98,100,98,99,98,100,99,100,97,100,99,101,101,101,101,99,98,99,99,99,99,99,100,98,1
1826102,VL53L5CX,99,100,98,97,97,99,97,101,96,98,100,99,100,100,98,99,97,100,99,100,99,99,100,99,99,100,98,100,99,99,102,101,101,102,100,101,101,102,103,99,98,97,99,98,100,100,98,100,99,99,99,100,102,102,100,101,98,100,98,99,98,98,98,98,1
1826169,VL53L5CX,97,97,99,98,97,98,97,99,97,98,98,100,99,102,100,98,96,99,98,101,98,101,100,99,99,99,99,100,100,100,100,100,99,97,97,99,100,100,98,100,97,101,99,97,97,101,98,99,96,99,100,101,101,99,101,98,97,99,99,99,98,100,100,99,1
