150854,3580,2.8850,1
150914,3421,2.7568,1
150974,3419,2.7552,1
151034,3424,2.7593,1
151094,3414,2.7512,1
151154,3412,2.7496,1
151214,3418,2.7544,1
151274,3414,2.7512,1
151334,3422,2.7577,1
151394,3415,2.7520,1
151454,3435,2.7681,1
151514,3420,2.7560,1
151574,3417,2.7536,1
151634,3426,2.7609,1
151694,3410,2.7480,1
151754,3420,2.7560,1
151814,3413,2.7504,1
151874,3426,2.7609,1
151934,3414,2.7512,1
151994,3426,2.7609,1
152054,3582,2.8866,1
152114,3412,2.7496,1
152174,3418,2.7544,1
152234,3441,2.7730,1
152294,3429,2.7633,1
152354,3417,2.7536,1
152414,3416,2.7528,1
152474,3590,2.8930,1
152534,3424,2.7593,1
152594,3434,2.7673,1
152654,3426,2.7609,1
152714,3416,2.7528,1
152774,3422,2.7577,1
152834,3426,2.7609,1
152894,3407,2.7456,1
152954,3417,2.7536,1
153014,3421,2.7568,1
153074,3593,2.8955,1
153134,3430,2.7641,1
153194,3440,2.7722,1
153254,3428,2.7625,1
153314,3408,2.7464,1
153374,3417,2.7536,1
153434,3419,2.7552,1
153494,3584,2.8882,1
153554,3413,2.7504,1
153614,3417,2.7536,1
153674,3421,2.7568,1
153734,3413,2.7504,1
153794,3421,2.7568,1
153854,3416,2.7528,1
153914,3416,2.7528,1
153974,3444,2.7754,1
154034,3415,2.7520,1
154094,3425,2.7601,1
154154,3405,2.7440,1
154214,3420,2.7560,1
154274,3413,2.7504,1
154334,3405,2.7440,1
154394,3420,2.7560,1
154454,3417,2.7536,1
154514,3424,2.7593,1
154574,3418,2.7544,1
154634,3422,2.7577,1
154694,3586,2.8898,1
154754,3412,2.7496,1
154814,3421,2.7568,1
154874,3418,2.7544,1
154934,3428,2.7625,1
154994,3416,2.7528,1
155054,3409,2.7472,1
155114,3582,2.8866,1
155174,3420,2.7560,1
155234,3416,2.7528,1
155294,3418,2.7544,1
155354,3416,2.7528,1
155414,3415,2.7520,1
155474,3419,2.7552,1
155534,3403,2.7423,1
155594,3419,2.7552,1
155654,3416,2.7528,1
155714,3585,2.8890,1
155774,3412,2.7496,1
155834,3411,2.7488,1
155894,3415,2.7520,1
155954,3413,2.7504,1
156014,3414,2.7512,1
156074,3419,2.7552,1
156134,3587,2.8906,1
156194,3412,2.7496,1
156254,3417,2.7536,1
156314,3446,2.7770,1
156374,3393,2.7343,1
156434,3420,2.7560,1
156494,3419,2.7552,1
156554,3412,2.7496,1
156614,3415,2.7520,1
156674,3414,2.7512,1
156734,3420,2.7560,1
156794,3417,2.7536,1
156854,3425,2.7601,1
156914,3424,2.7593,1
156974,3407,2.7456,1
157034,3425,2.7601,1
157094,3416,2.7528,1
157154,3424,2.7593,1
157214,3420,2.7560,1
157274,3417,2.7536,1
157334,3421,2.7568,1
157394,3418,2.7544,1
157454,3418,2.7544,1
157514,3419,2.7552,1
157574,3419,2.7552,1
157634,3421,2.7568,1
157694,3422,2.7577,1
157754,3586,2.8898,1
157814,3416,2.7528,1
157874,3427,2.7617,1
157934,3419,2.7552,1
157994,3412,2.7496,1
158054,3429,2.7633,1
158114,3448,2.7786,1
158174,3577,2.8826,1
158234,3417,2.7536,1
158294,3420,2.7560,1
158354,3587,2.8906,1
158414,3416,2.7528,1
158474,3422,2.7577,1
158534,3429,2.7633,1
158594,3413,2.7504,1
158654,3415,2.7520,1
158714,3437,2.7697,1
158774,3599,2.9003,1
158834,3412,2.7496,1
158894,3422,2.7577,1
158954,3426,2.7609,1
159014,3407,2.7456,1
159074,3419,2.7552,1
159134,3417,2.7536,1
159194,3403,2.7423,1
159254,3410,2.7480,1
159314,3415,2.7520,1
159374,3426,2.7609,1
159434,3412,2.7496,1
159494,3424,2.7593,1
159554,3414,2.7512,1
159614,3406,2.7448,1
159674,3423,2.7585,1
159734,3390,2.7319,1
159794,3422,2.7577,1
159854,3415,2.7520,1
159914,3419,2.7552,1
159974,3712,2.9914,1
160034,3421,2.7568,1
160094,3415,2.7520,1
160154,3420,2.7560,1
160214,3416,2.7528,1
160274,3417,2.7536,1
160334,3424,2.7593,1
160394,3589,2.8922,1
160454,3411,2.7488,1
160514,3400,2.7399,1
160574,3419,2.7552,1
160634,3416,2.7528,1
160694,3416,2.7528,1
160754,3420,2.7560,1
160814,3415,2.7520,1
160874,3418,2.7544,1
160934,3426,2.7609,1
160994,3572,2.8785,1
161054,3443,2.7746,1
161114,3417,2.7536,1
161174,3442,2.7738,1
161234,3420,2.7560,1
161294,3413,2.7504,1
161354,3420,2.7560,1
161414,3586,2.8898,1
161474,3414,2.7512,1
161534,3419,2.7552,1
161594,3425,2.7601,1
161654,3411,2.7488,1
161714,3428,2.7625,1
161774,3417,2.7536,1
161834,3419,2.7552,1
161894,3420,2.7560,1
161954,3419,2.7552,1
162014,3422,2.7577,1
162074,3411,2.7488,1
162134,3420,2.7560,1
162194,3425,2.7601,1
162254,3406,2.7448,1
162314,3419,2.7552,1
162374,3425,2.7601,1
162434,3593,2.8955,1
162494,3424,2.7593,1
162554,3426,2.7609,1
162614,3424,2.7593,1
162674,3416,2.7528,1
162734,3416,2.7528,1
162794,3413,2.7504,1
162854,3393,2.7343,1
162914,3417,2.7536,1
162974,3421,2.7568,1
163034,3584,2.8882,1
163094,3416,2.7528,1
163154,3421,2.7568,1
163214,3417,2.7536,1
163274,3401,2.7407,1
163334,3415,2.7520,1
163394,3428,2.7625,1
163454,3586,2.8898,1
163514,3419,2.7552,1
163574,3427,2.7617,1
163634,3594,2.8963,1
163694,3417,2.7536,1
163754,3425,2.7601,1
163814,3432,2.7657,1
163874,3417,2.7536,1
163934,3422,2.7577,1
163994,3422,2.7577,1
164054,3585,2.8890,1
164114,3418,2.7544,1
164174,3425,2.7601,1
164234,3432,2.7657,1
164294,3410,2.7480,1
164354,3421,2.7568,1
164414,3418,2.7544,1
164474,3412,2.7496,1
164534,3416,2.7528,1
164594,3420,2.7560,1
164654,3421,2.7568,1
164714,3429,2.7633,1
164774,3422,2.7577,1
164834,3420,2.7560,1
164894,3409,2.7472,1
164954,3417,2.7536,1
165014,3432,2.7657,1
165074,3590,2.8930,1
165134,3416,2.7528,1
165194,3413,2.7504,1
165254,3594,2.8963,1
165314,3415,2.7520,1
165374,3419,2.7552,1
165434,3420,2.7560,1
165494,3413,2.7504,1
165554,3415,2.7520,1
165614,3421,2.7568,1
165674,3588,2.8914,1
165734,3418,2.7544,1
165794,3411,2.7488,1
165854,3414,2.7512,1
165914,3412,2.7496,1
165974,3422,2.7577,1
166034,3426,2.7609,1
166094,3406,2.7448,1
166154,3432,2.7657,1
166214,3402,2.7415,1
166274,3569,2.8761,1
166334,3413,2.7504,1
166394,3420,2.7560,1
166454,3425,2.7601,1
166514,3407,2.7456,1
166574,3426,2.7609,1
166634,3422,2.7577,1
166694,3577,2.8826,1
166754,3414,2.7512,1
166814,3419,2.7552,1
166874,3422,2.7577,1
166934,3413,2.7504,1
166994,3413,2.7504,1
167054,3416,2.7528,1
167114,3414,2.7512,1
167174,3422,2.7577,1
167234,3418,2.7544,1
167294,3590,2.8930,1
167354,3416,2.7528,1
167414,3426,2.7609,1
167474,3421,2.7568,1
167534,3422,2.7577,1
167594,3412,2.7496,1
167654,3421,2.7568,1
167714,3585,2.8890,1
167774,3417,2.7536,1
167834,3431,2.7649,1
167894,3421,2.7568,1
167954,3412,2.7496,1
168014,3417,2.7536,1
168074,3425,2.7601,1
168134,3417,2.7536,1
168194,3417,2.7536,1
168254,3420,2.7560,1
168314,3592,2.8947,1
168374,3416,2.7528,1
168434,3410,2.7480,1
168494,3418,2.7544,1
168554,3421,2.7568,1
168614,3419,2.7552,1
168674,3424,2.7593,1
168734,3447,2.7778,1
168794,3425,2.7601,1
168854,3416,2.7528,1
168914,3592,2.8947,1
168974,3415,2.7520,1
169034,3422,2.7577,1
169094,3421,2.7568,1
169154,3405,2.7440,1
169214,3420,2.7560,1
169274,3419,2.7552,1
169334,3403,2.7423,1
169394,3415,2.7520,1
169454,3414,2.7512,1
169514,3414,2.7512,1
169574,3412,2.7496,1
169634,3431,2.7649,1
169694,3445,2.7762,1
169754,3410,2.7480,1
169814,3414,2.7512,1
169874,3418,2.7544,1
169934,3592,2.8947,1
169994,3408,2.7464,1
170054,3417,2.7536,1
170114,3418,2.7544,1
170174,3406,2.7448,1
170234,3427,2.7617,1
170294,3416,2.7528,1
170354,3410,2.7480,1
170414,3412,2.7496,1
170474,3417,2.7536,1
170534,3588,2.8914,1
170594,3418,2.7544,1
170654,3427,2.7617,1
170714,3423,2.7585,1
170774,3414,2.7512,1
170834,3418,2.7544,1
170894,3432,2.7657,1
170954,3592,2.8947,1
171014,3403,2.7423,1
171074,3416,2.7528,1
171134,3420,2.7560,1
171194,3419,2.7552,1
171254,3422,2.7577,1
171314,3419,2.7552,1
171374,3405,2.7440,1
171434,3424,2.7593,1
171494,3425,2.7601,1
171554,3587,2.8906,1
171614,3415,2.7520,1
171674,3421,2.7568,1
171734,3417,2.7536,1
171794,3410,2.7480,1
171854,3425,2.7601,1
171914,3425,2.7601,1
171974,3580,2.8850,1
172034,3417,2.7536,1
172094,3424,2.7593,1
172154,3428,2.7625,1
172214,3420,2.7560,1
172274,3437,2.7697,1
172334,3425,2.7601,1
172394,3414,2.7512,1
172454,3417,2.7536,1
172514,3421,2.7568,1
172574,3590,2.8930,1
172634,3411,2.7488,1
172694,3419,2.7552,1
172754,3420,2.7560,1
172814,3410,2.7480,1
172874,3426,2.7609,1
172934,3420,2.7560,1
172994,3586,2.8898,1
173054,3417,2.7536,1
173114,3429,2.7633,1
173174,3591,2.8938,1
173234,3416,2.7528,1
173294,3418,2.7544,1
173354,3420,2.7560,1
173414,3415,2.7520,1
173474,3415,2.7520,1
173534,3427,2.7617,1
173594,3587,2.8906,1
173654,3424,2.7593,1
173714,3419,2.7552,1
173774,3427,2.7617,1
173834,3412,2.7496,1
173894,3415,2.7520,1
173954,3433,2.7665,1
174014,3403,2.7423,1
174074,3419,2.7552,1
174134,3422,2.7577,1
174194,3587,2.8906,1
174254,3410,2.7480,1
174314,3414,2.7512,1
174374,3424,2.7593,1
174434,3426,2.7609,1
174494,3425,2.7601,1
174554,3422,2.7577,1
174614,3404,2.7432,1
174674,3405,2.7440,1
174734,3422,2.7577,1
174794,3592,2.8947,1
174854,3416,2.7528,1
174914,3418,2.7544,1
174974,3420,2.7560,1
175034,3417,2.7536,1
175094,3432,2.7657,1
175154,3419,2.7552,1
175214,3594,2.8963,1
175274,3416,2.7528,1
175334,3421,2.7568,1
175394,3415,2.7520,1
175454,3410,2.7480,1
175514,3420,2.7560,1
175574,3419,2.7552,1
175634,3416,2.7528,1
175694,3417,2.7536,1
175754,3418,2.7544,1
175814,3587,2.8906,1
175874,3428,2.7625,1
175934,3418,2.7544,1
175994,3414,2.7512,1
176054,3411,2.7488,1
176114,3415,2.7520,1
176174,3416,2.7528,1
176234,3598,2.8995,1
176294,3454,2.7834,1
176354,3417,2.7536,1
176414,3421,2.7568,1
176474,3409,2.7472,1
176534,3423,2.7585,1
176594,3422,2.7577,1
176654,3418,2.7544,1
176714,3428,2.7625,1
176774,3416,2.7528,1
176834,3591,2.8938,1
176894,3415,2.7520,1
176954,3422,2.7577,1
177014,3426,2.7609,1
177074,3430,2.7641,1
177134,3432,2.7657,1
177194,3426,2.7609,1
177254,3390,2.7319,1
177314,3418,2.7544,1
177374,3415,2.7520,1
177434,3412,2.7496,1
177494,3417,2.7536,1
177554,3419,2.7552,1
177614,3418,2.7544,1
177674,3410,2.7480,1
177734,3412,2.7496,1
177794,3432,2.7657,1
177854,3591,2.8938,1
177914,3411,2.7488,1
177974,3420,2.7560,1
178034,3421,2.7568,1
178094,3410,2.7480,1
178154,3410,2.7480,1
178214,3418,2.7544,1
178274,3581,2.8858,1
178334,3414,2.7512,1
178394,3428,2.7625,1
178454,3592,2.8947,1
178514,3416,2.7528,1
178574,3415,2.7520,1
178634,3419,2.7552,1
